Stock_id,Date,Open,High,Low,Close,Adj Close,Volume
700,2020-01-29,384.200012,389.600006,381,383.200012,382.132111,31761020
700,2020-01-30,386,389,370.200012,375,373.954956,24946770
700,2020-01-31,380.200012,384.799988,371.399994,373,371.96051,20299050
700,2020-02-03,378,383.200012,369.600006,380,378.94101,28678440
700,2020-02-04,390,393.600006,384.799988,393,391.904785,28433590
700,2020-02-05,400,400,387.399994,392.200012,391.107025,22398570
700,2020-02-06,398,400,392.200012,400,398.885284,17792130
700,2020-02-07,399.200012,402.399994,394.600006,402.399994,401.278564,14896700
700,2020-02-10,395.600006,401,395,400.600006,399.483612,16463490
700,2020-02-11,405,411,403.600006,409,407.860199,23184170
700,2020-02-12,410,413.600006,408.200012,411,409.854614,17702660
700,2020-02-13,416,416.600006,413.200012,416.399994,415.239563,17862960
700,2020-02-14,415,420,413.399994,415,413.843475,13887300
700,2020-02-17,410.600006,419.799988,410.200012,416.600006,415.439026,10679530
700,2020-02-18,413,414.399994,407.399994,408.200012,407.062439,13033170
700,2020-02-19,410,414.600006,408.600006,411.399994,410.25351,12501000
700,2020-02-20,416,416,405.600006,410,408.857391,16582650
700,2020-02-21,406,408.399994,400,401,399.882477,17446040
700,2020-02-24,393.200012,395.799988,390,390.399994,389.312012,23182420
700,2020-02-25,390.799988,402.799988,390.399994,401.600006,400.480835,24081010
700,2020-02-26,397.600006,403.799988,395.600006,399.600006,398.486389,18326060
700,2020-02-27,399,401.600006,394.399994,399.200012,398.087524,19178470
700,2020-02-28,391.399994,391.799988,384.399994,386,384.924286,31915440
700,2020-03-02,384.600006,394.600006,384.600006,389.600006,388.514252,23089580
700,2020-03-03,393,398.799988,393,394,392.902008,21808960
700,2020-03-04,396,396,390.799988,394,392.902008,19557990
700,2020-03-05,398,406.799988,394,406.200012,405.067993,27046130
700,2020-03-06,398,400.200012,395,395.799988,394.69696,30386570
700,2020-03-09,380,385,373.600006,377.399994,376.348236,36123860
700,2020-03-10,382,389.399994,376,383,381.932648,31903950
700,2020-03-11,383,384.600006,377,378.399994,377.345459,20448210
700,2020-03-12,368,369.399994,361.799988,363.600006,362.586731,38041810
700,2020-03-13,336,368,336,365,363.982819,57393060
700,2020-03-16,356,357.799988,337,341.799988,340.847443,49707670
700,2020-03-17,341.799988,354.799988,338,349.799988,348.825165,42149370
700,2020-03-18,343,355.200012,330,334,333.069214,44397010
700,2020-03-19,343,350.600006,325.200012,343,342.044128,59750190
700,2020-03-20,355,364.399994,349.200012,359.600006,358.59787,52299070
700,2020-03-23,340.200012,359.399994,340.200012,348,347.030182,38694210
700,2020-03-24,361,367.799988,358,365.200012,364.182281,36613460
700,2020-03-25,375,381.600006,373.399994,380,378.94101,36226850
700,2020-03-26,386,386,376,381.799988,380.735992,29318890
700,2020-03-27,390,390,381.799988,382.399994,381.33432,28738690
700,2020-03-30,371.799988,380,371.600006,376.600006,375.550507,21838730
700,2020-03-31,385.200012,386,370.799988,380.200012,379.140472,22201300
700,2020-04-01,383.600006,383.600006,372.399994,374.399994,373.356598,23621270
700,2020-04-02,370,379.799988,369.600006,379.799988,378.741547,12125930
700,2020-04-03,372,376.399994,372,376.399994,375.351044,14274200
700,2020-04-06,380,384,376.600006,381.399994,380.337097,13869050
700,2020-04-07,387.600006,387.600006,382,387.600006,386.519836,18917050
700,2020-04-08,387.799988,387.799988,382.600006,385,383.927063,15181340
700,2020-04-09,390,391.399994,386.600006,391.399994,390.309235,15695980
700,2020-04-14,396,397.600006,392.399994,395,393.8992,26198960
700,2020-04-15,400.600006,400.600006,395,395,393.8992,20507370
700,2020-04-16,399,406.799988,395,406.799988,405.666321,28850990
700,2020-04-17,417,419.600006,406.200012,409.600006,408.458527,29626870
700,2020-04-20,409.600006,411,406.600006,408.600006,407.461304,15337340
700,2020-04-21,410.399994,410.399994,396.600006,400.600006,399.483612,20825170
700,2020-04-22,397,409.799988,396,409.399994,408.259064,17154220
700,2020-04-23,410,415,407.399994,411.600006,410.452942,17807170
700,2020-04-24,405,410.399994,404.399994,406.399994,405.267426,12501500
700,2020-04-27,412.799988,415,410.200012,413,411.84906,15666250
700,2020-04-28,415,417.200012,412.399994,417.200012,416.037354,13114080
700,2020-04-29,418,419,413.600006,417,415.837891,13274000
700,2020-05-04,408.799988,408.799988,400,400,398.885284,24638320
700,2020-05-05,401.200012,407.600006,400.600006,406,404.868561,12583080
700,2020-05-06,406.600006,412.200012,405.799988,410,408.857391,19797850
700,2020-05-07,411.600006,411.600006,407.200012,407.200012,406.065216,12298250
700,2020-05-08,412.600006,418.200012,411.600006,418.200012,417.034576,22019270
700,2020-05-11,425,435,423.600006,435,433.78775,33457400
700,2020-05-12,428.200012,434.799988,425.799988,431,429.798889,22037690
700,2020-05-13,428.200012,438.200012,426.200012,429.600006,428.402802,24275790
700,2020-05-14,444,447,426.600006,430.600006,429.399994,32929980
700,2020-05-15,430,435.600006,420,421.200012,421.200012,24590940
700,2020-05-18,419,425.399994,416.799988,423,423,20585060
700,2020-05-19,430.200012,433,425.600006,430,430,19839680
700,2020-05-20,434.600006,440,432,440,440,21245440
700,2020-05-21,436.399994,437.799988,431.399994,433.399994,433.399994,18779510
700,2020-05-22,427,427,410,412.399994,412.399994,37869790
700,2020-05-25,410,417.600006,406,416.600006,416.600006,19950420
700,2020-05-26,422.399994,428.399994,419.200012,425.399994,425.399994,15998170
700,2020-05-27,423.200012,423.200012,414.200012,420,420,20832340
700,2020-05-28,421,421,404.200012,408.200012,408.200012,28940420
700,2020-05-29,405.799988,413.399994,404,410.399994,410.399994,29277960
700,2020-06-01,419.399994,429.799988,419.200012,429,429,22992560
700,2020-06-02,436,436,429.200012,430.399994,430.399994,17846180
700,2020-06-03,436,437.399994,426.200012,432.600006,432.600006,20029110
700,2020-06-04,435,435,428.600006,435,435,18474120
700,2020-06-05,434,434.200012,426.600006,434.200012,434.200012,26529490
700,2020-06-08,435,435.799988,427,430,430,19719610
700,2020-06-09,432,435,428.200012,433.799988,433.799988,18496800
700,2020-06-10,437,447.399994,435.799988,446.200012,446.200012,33941610
700,2020-06-11,450.799988,455.399994,442,442.399994,442.399994,26926930
700,2020-06-12,434.600006,444.399994,433,441,441,17460540
700,2020-06-15,435,444.399994,432.200012,433.600006,433.600006,16009640
700,2020-06-16,449.399994,452.799988,445.399994,448.799988,448.799988,22450720
700,2020-06-17,451.799988,453.600006,445,450.600006,450.600006,14077790
700,2020-06-18,452.399994,458,445.200012,458,458,18627360
700,2020-06-19,458,465.600006,456.399994,460.399994,460.399994,25331845
700,2020-06-22,460,474.600006,459.200012,474.200012,474.200012,25963340
700,2020-06-23,480,498.600006,475.200012,497.399994,497.399994,31328310
700,2020-06-24,502,505,490.799988,490.799988,490.799988,23063460
700,2020-06-26,486.399994,493,483.600006,485,485,17878260
700,2020-06-29,481,493.799988,481,486,486,22078970
700,2020-06-30,488.200012,500,488.200012,498.600006,498.600006,22144450
700,2020-07-02,503,519,503,518.5,518.5,31784530
700,2020-07-03,520,529,511.5,524.5,524.5,21000756
700,2020-07-06,524,529,516,520,520,23259690
700,2020-07-07,519,531,512,516,516,25223630
700,2020-07-08,515.5,546.5,515.5,543,543,27611980
700,2020-07-09,545,564,544,563,563,26065860
700,2020-07-10,549,562,546,546.5,546.5,23459570
700,2020-07-13,540.5,556,540,541,541,20035930
700,2020-07-14,529,535.5,517.5,525,525,25841760
700,2020-07-15,538.5,543,530.5,543,543,22169170
700,2020-07-16,539,542,511,513,513,27047080
700,2020-07-17,519,530,517,521,521,17564370
700,2020-07-20,521,527.5,513,522.5,522.5,12986880
700,2020-07-21,548.5,564,544,564,564,29100070
700,2020-07-22,553,563,537.5,539,539,20931050
700,2020-07-23,546,557.5,543,557,557,19087970
700,2020-07-24,542,547,525,528,528,28135030
700,2020-07-27,530,538,515,520,520,18687360
700,2020-07-28,535,544.5,529,543.5,543.5,21534550
700,2020-07-29,536.5,542.5,533,541.5,541.5,12483240
700,2020-07-30,547,549.5,532,535,535,13702870
700,2020-07-31,540,550,534,534,534,15632560
700,2020-08-03,536,541.5,528,539,539,18075990
700,2020-08-04,546,556.5,540,550,550,20181190
700,2020-08-05,557.5,561,551,561,561,15884970
700,2020-08-06,560.5,564,543.5,555.5,555.5,20568690
700,2020-08-07,559,559,499.399994,527.5,527.5,62117080
700,2020-08-10,510,518,501,502,502,48583880
700,2020-08-11,511,526,510,513.5,513.5,25498510
700,2020-08-12,512,523,504,520.5,520.5,18944950
700,2020-08-13,528,531,510,510,510,27254630
700,2020-08-14,502.5,514,501.5,506.5,506.5,17991410
700,2020-08-17,508.5,515,502,504.5,504.5,14790860
700,2020-08-18,515,516.5,509,512,512,13387270
700,2020-08-19,516,520,506,506,506,11096260
700,2020-08-20,508,509,502,508,508,14375590
700,2020-08-21,516.5,524.5,512,518,518,18245050
700,2020-08-24,537.5,548,535,548,548,27410110
700,2020-08-25,548,549,537,544.5,544.5,18013350
700,2020-08-26,553.5,555,546,551.5,551.5,15633420
700,2020-08-27,554,560,547,558,558,17032210
700,2020-08-28,554,558,540.5,540.5,540.5,22537720
700,2020-08-31,554.5,554.5,530.5,530.5,530.5,21605430
700,2020-09-01,537.5,547,531,539,539,19767340
700,2020-09-02,555,555,543.5,545,545,14565280
700,2020-09-03,546,548.5,533,534,534,17078690
700,2020-09-04,517,524.5,513,518,518,33072890
700,2020-09-07,516,524.5,510,511,511,18039820
700,2020-09-08,517,520,502,508.5,508.5,18517660
700,2020-09-09,502,508.5,501.5,504,504,17759570
700,2020-09-10,514,518.5,506,506,506,13682280
700,2020-09-11,509,518.5,506.5,516,516,12738920
700,2020-09-14,521.5,537.5,518.5,529.5,529.5,19281610
700,2020-09-15,535.5,538.5,527.5,529.5,529.5,11319350
700,2020-09-16,538,538,530.5,534.5,534.5,10186220
700,2020-09-17,535,536,522,527,527,11774020
700,2020-09-18,520,525,510.5,525,525,21697400
700,2020-09-21,522,527.5,512,516.5,516.5,10511440
700,2020-09-22,513,518.5,510,511.5,511.5,12546360
700,2020-09-23,512,521.5,510,514,514,12517680
700,2020-09-24,510,512,505,505,505,14346970
700,2020-09-25,510,511.5,502,503.5,503.5,13227130
700,2020-09-28,505,509.5,503.5,506,506,10939960
700,2020-09-29,515,515.5,505.5,505.5,505.5,11431310
700,2020-09-30,512.5,520,509,511.5,511.5,10245120
700,2020-10-05,530,530,521.5,525,525,18238540
700,2020-10-06,527.5,529.5,525.5,527.5,527.5,7850605
700,2020-10-07,530,536,526.5,535,535,11521710
700,2020-10-08,538,538,531.5,535,535,8128914
700,2020-10-09,537.5,545,535,539.5,539.5,15192460
700,2020-10-12,545,557,543.5,557,557,18900360
700,2020-10-14,568,574,560.5,573.5,573.5,25903930
700,2020-10-15,570,570,548.5,552,552,15521650
700,2020-10-16,559,563.5,552,557,557,10324930
700,2020-10-19,562,568.5,558.5,561.5,561.5,9771820
700,2020-10-20,566.5,566.5,558.5,564.5,564.5,9946356
700,2020-10-21,568.5,573,562,566.5,566.5,12213540
700,2020-10-22,566,567.5,553,563.5,563.5,12652340
700,2020-10-23,560.5,564.5,557,561.5,561.5,7553740
700,2020-10-27,565,588.5,560.5,585,585,28119250
700,2020-10-28,587.5,604,584,601,601,24917540
700,2020-10-29,589,614,587.5,605,605,23050460
700,2020-10-30,597,610,584.5,591,591,24885040
700,2020-11-02,593,603.5,586.5,601.5,601.5,15507500
700,2020-11-03,597,603.5,595,598,598,16977350
700,2020-11-04,574,599.5,573.5,588.5,588.5,28464380
700,2020-11-05,610,625,609,625,625,25958680
700,2020-11-06,626.5,627,606,614.5,614.5,21350250
700,2020-11-09,630.5,633,620,622.5,622.5,17343100
700,2020-11-10,608,611,585,595,595,36120280
700,2020-11-11,561,585,551,551,551,66066990
700,2020-11-12,570,586,570,577,577,32309420
700,2020-11-13,590,602,581,602,602,28455410
700,2020-11-16,600,603,585.5,597,597,19389830
700,2020-11-17,596,596,581.5,581.5,581.5,19372100
700,2020-11-18,586,591,580,589,589,13483120
700,2020-11-19,586,587,573,573,573,15706590
700,2020-11-20,578,592,575.5,588,588,16568020
700,2020-11-23,599,600,586,586,586,20899490
700,2020-11-24,587,590,579,584,584,15902800
700,2020-11-25,589.5,594,571,573,573,20604540
700,2020-11-26,578.5,586,575,586,586,11144120
700,2020-11-27,586,594.5,583,583,583,11181070
700,2020-11-30,582,584.5,563,563,563,32813190
700,2020-12-01,573,581,571.5,578,578,22221870
700,2020-12-02,584.5,584.5,568,574,574,13475080
700,2020-12-03,584.5,589,579.5,589,589,15557200
700,2020-12-04,589,593,587,588.5,588.5,14363450
700,2020-12-07,592.5,592.5,579.5,583.5,583.5,12133320
700,2020-12-08,588,590.5,582.5,583,583,9762277
700,2020-12-09,591,591,583,585,585,9886397
700,2020-12-10,580,582.5,577.5,578,578,10228360
700,2020-12-11,590,590,582.5,588,588,12040550
700,2020-12-14,585.5,585.5,570,571,571,21177170
700,2020-12-15,571,572,560,560,560,23324920
700,2020-12-16,563.5,571.5,553,571.5,571.5,17315360
700,2020-12-17,580,583,574,583,583,13837240
700,2020-12-18,586,586,574.5,580,580,19205790
700,2020-12-21,580.5,580.5,571,572,572,13157070
700,2020-12-22,574.5,578,567.5,572.5,572.5,10269760
700,2020-12-23,568,574.5,566.5,571,571,11391540
700,2020-12-24,570,571.5,556,556,556,13738600
700,2020-12-28,539.5,542,519,519,519,60559720
700,2020-12-29,530,539,526,530.5,530.5,36250040
700,2020-12-30,542,563,539,559.5,559.5,29182950
700,2020-12-31,565,569,559.5,564,564,13196100
700,2021-01-04,558,583,557.5,572.5,572.5,20784100
700,2021-01-05,572,586.5,565.5,583.5,583.5,18668060
700,2021-01-06,585,599,585,596.5,596.5,25712520
700,2021-01-07,580.5,584.5,568.5,568.5,568.5,39877640
700,2021-01-08,568.5,578,567.5,573,573,22863790
700,2021-01-11,581,602,581,591,591,38403070
700,2021-01-12,586.5,596.5,586,590,590,20170790
700,2021-01-13,589.5,602.5,588.5,596,596,22609570
700,2021-01-14,608,629.5,607,629.5,629.5,36613980
700,2021-01-15,629.5,646,618,645,645,30660060
700,2021-01-18,638.5,667.5,635.5,657,657,33502820
700,2021-01-19,665,673.5,648,655,655,30322010
700,2021-01-20,671,680,658,679.5,679.5,36213540
700,2021-01-21,680.5,700,674,682.5,682.5,27754640
700,2021-01-22,690,699.5,684.5,691,691,30329530
700,2021-01-25,707,767.5,702.5,766.5,766.5,46962410
700,2021-01-26,745,749,715.5,718.5,718.5,49968534
